policy,Group,Code,Question,quant_indicator,qual_answer,english_version,Answer3,Comment on coding
BR_8a,Metadata,PolicyDate,When did the policy come into effect?,2014,NA,NA,NA,NA
BR_8a,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...","assistant professor
adjunct professor",NA,NA,NA,NA
BR_8a,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).","This policy specifies the evaluation of
assistant and adjunct professors",NA,NA,NA,NA
BR_8a,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
BR_8a,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
BR_8a,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
BR_8a,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
BR_8a,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
BR_8a,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
BR_8a,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
BR_8a,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
BR_8a,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
BR_8a,OtherIndicators,Software,contributions to scientific software,1,Desenvolvimento de software (com patente ou portal reconhecido),Software development (with recognised patent or portal),NA,doesn't specify which type of software
BR_8a,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
BR_8a,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
BR_8a,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),1,"CRITÉRIOS DE AVALIAÇÃO PARA PROGRESSÃO EM NÍVEIS NAS CATEGORIAS DE ASSISTENTE E ADJUNTO. A avaliação para passagem em níveis considera a atuação do docente, no período dos 15 (quinze) anos anteriores à sua solicitação. A avaliação será realizada com base em 5 (cinco) categorias de avaliação. Para ser aprovado na avaliação e promovido o docente deve atingir um mínimo de 100 (cem) pontos na categoria 5 (cinco), independente do nível que estiver pleiteando, e atender a uma das condições a seguir, considerando a pontuação parcial obtida em cada uma das 5 (cinco) categorias elencadas:(...) [há cinco categorias, esta é a mais exigente]  Para o Nível 7 (sete) O docente deve atender a uma das condições discriminadas abaixo. (...) b) atingir mediante a soma da pontuação parcial obtida em duas categorias à escolha, um mínimo de 300 (trezentos) pontos, e mediante a soma da pontuação parcial obtida em duas outras categorias, um mínimo de 160 (cento e sessenta) pontos, sendo que deverá atingir minimamente 80 (oitenta) pontos em cada uma das categorias escolhidas.CATEGORIA 2: PRODUÇÃO CIENTÍFICA, ARTÍSTICA E TECNOLÓGICA a) Artigo em periódico, capítulo de livro e obra artística = 5 a 15; b) Livro integral = 10 a 25; c) Organização de livro = 3 a 6 (limite de 30); d) Tradução de livro ou capítulo de livro = 5 a 15; e) Patente registrada = 10 a 25; f) Trabalhos completos em anais = 3 a 5 (limite de 30); g) Resenha em periódicos = 2 a 6; h) Livro didático = 10 a 25; i) Desenvolvimento de software (com patente ou portal reconhecido) = 5 a 15; j) Textos de relevância voltados para o ensino de graduação = 3 a 5 (limite de 20); k) Título de Especialização = 20.","EVALUATION CRITERIA FOR PROMOTION IN LEVELS IN THE CATEGORIES OF ASSISTANT AND ADJUNCT. The evaluation for advancement in levels shall take into consideration the performance of the professor in the fifteen (15) year period preceding his or her request. The evaluation shall be based on 5 (five) evaluation categories. In order to be approved in the evaluation and be promoted, the professor shall attain a minimum of 100 (one hundred) points in category 5 (five), regardless of the level he or she is requesting, and shall meet one of the following conditions, considering the partial score obtained in each of the 5 (five) categories listed:(...)  [there are 5 categories, this is the more demanding] For Level 7 (seven) The lecturer must meet one of the conditions described below. (...) b) achieve through the sum of the partial points obtained in two categories of their choice, a minimum of 300 (three hundred) points, and through the sum of the partial points obtained in two other categories, a minimum of 160 (one hundred and sixty) points, and must achieve a minimum of 80 (eighty) points in each of the categories chosen. CATEGORY 2: SCIENTIFIC, ARTISTIC AND TECHNOLOGICAL PRODUCTION a) Article in periodical, book chapter and artistic work = 5 to 15; b) Full book = 10 to 25; c) Book organization = 3 to 6 (limit of 30); d) Translation of book or book chapter = 5 to 15; e) Registered patent = 10 to 25; f) Full papers in annals = 3 to 5 (limit of 30); g) Review in periodicals = 2 to 6; h) Didactic book = 10 to 25; i) Software development (with patent or recognized portal) = 5 to 15; j) Relevant texts related to undergraduate teaching = 3 to 5 (limit of 20); k) Specialization title = 20.",NA,NA
BR_8a,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
BR_8a,ServicesToScientificCommunity,PeerReview,peer review and editor activities,1,Organização de livro,Book Organization,NA,NA
BR_8a,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",1,Orientação de doutorado,Doctoral orientation,NA,NA
BR_8a,Patents,Patents,patenting discoveries/inventions,1,Patente registrada,Registered Patent,NA,NA
BR_8b,Metadata,PolicyDate,When did the policy come into effect?,2014,NA,NA,NA,NA
BR_8b,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...","adjunct professor, associate professor",NA,NA,NA,NA
BR_8b,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).","This policy specifies the evaluation of
adjunct and associate professor",NA,NA,NA,NA
BR_8b,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
BR_8b,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
BR_8b,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
BR_8b,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
BR_8b,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
BR_8b,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
BR_8b,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
BR_8b,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
BR_8b,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
BR_8b,OtherIndicators,Software,contributions to scientific software,1,Desenvolvimento de software (com patente ou portal reconhecido),Software development (with recognised patent or portal),NA,NA
BR_8b,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
BR_8b,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
BR_8b,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),1,"CRITÉRIOS DE AVALIAÇÃO PARA PROGRESSÃO DE ADJUNTO A ASSOCIADO
A avaliação para passagem de adjunto para associado considerará a atuação do docente no período dos 15 (quinze) anos anteriores à sua solicitação e, pelo menos, 10 (dez) anos como professor adjunto com título de doutor. A avaliação será realizada com base em 5 categorias de avaliação e, para ser aprovado na avaliação e promovido a professor associado, o docente deve atingir um mínimo de 100 pontos na categoria 5 e atender a uma das duas condições a seguir, considerando a pontuação parcial obtida em cada uma das cinco categorias elencadas: a) atingir, mediante a soma da pontuação parcial obtida em três categorias à escolha, um mínimo de 600 pontos, sendo que deverá atingir minimamente 100 pontos em cada uma das categorias escolhidas; b) atingir, mediante a soma da pontuação parcial obtida em duas categorias à escolha, um mínimo de 400 pontos e, mediante a soma da pontuação parcial obtida em duas outras categorias, um mínimo de 200 pontos, sendo que deverá atingir minimamente 100 pontos em cada uma das categorias escolhidas. CATEGORIA 2: PRODUÇÃO CIENTÍFICA, ARTÍSTICA E TECNOLÓGICA
a) Artigo em periódico, capítulo de livro e obra artística = 5 a 15;b) Livro integral = 10 a 25; c) Organização de livro = 3 a 6 (limite de 30); d) Tradução de livro ou capítulo de livro = 5 a 15; e) Patente registrada = 10 a 25; f) Trabalhos completos em anais = 3 a 5 (limite de 30); g) Resenha em periódicos = 2 a 6; h) Livro didático = 10 a 25; i) Desenvolvimento de software (com patente ou portal reconhecido) = 10 a 25; j) Textos de relevância voltados para o ensino de graduação = 3 a 5 (limite de 20)","EVALUATION CRITERIA FOR PROMOTION FROM ASSOCIATE PROFESSOR TO ASSOCIATE PROFESSOR
The evaluation for promotion from associate professor to associate professor will consider the performance of the professor during the 15 (fifteen) years preceding his/her request, and at least 10 (ten) years as an associate professor with a doctoral degree. The evaluation will be based on 5 evaluation categories, and in order to be approved in the evaluation and promoted to associate professor, the professor should reach a minimum of 100 points in category 5 and meet one of the two following conditions, considering the partial score obtained in each of the five categories listed: a) achieve, through the sum of the partial points obtained in three categories of their choice, a minimum of 600 points, with a minimum of 100 points in each of the categories chosen; b) achieve, through the sum of the partial points obtained in two categories of their choice, a minimum of 400 points and, through the sum of the partial points obtained in two other categories, a minimum of 200 points, with a minimum of 100 points in each of the categories chosen. CATEGORY 2: SCIENTIFIC, ARTISTIC AND TECHNOLOGICAL PRODUCTION
a) Article in periodical, book chapter and artistic work = 5 to 15; b) Full book = 10 to 25; c) Book organization = 3 to 6 (limit of 30); d) Book or book chapter translation = 5 to 15; e) Registered patent = 10 to 25; f) Full papers in annals = 3 to 5 (limit of 30); g) Review in periodicals = 2 to 6; h) Textbook = 10 to 25; i) Software development (with patent or recognized portal) = 10 to 25; j) Relevant texts related to undergraduate teaching = 3 to 5 (limit of 20)",NA,NA
BR_8b,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
